Message,Extracted URL,Message Len,FQDN,Website Size in KB,Website Textual Content Length,Status Code,Parked
U go where arp. Why meet ar clementi,,36,,,,,
Exactly the same feeling i hadiln weekends last sem. Who's ur form teacher btw,,78,,,,,
Gg deadly combo! Singapore only got 1 type of mantis ar. Hey btw2moro imma meeting Joel at clementi at 6 to go eat with shaohao theyall u wan?,,142,,,,,
Eh can! Shaohao ordering food at nite so we jus go Spencer hse lo,,65,,,,,
Lols mayb imma swimming too lols.oh nvm then I go do art le ttyl,,64,,,,,
Yea I tink so!,,14,,,,,
Trunks and change shld be enough,,32,,,,,
Thks,,4,,,,,
Wat the... I too early,,22,,,,,
Oh okay I set up first,,22,,,,,
Did u keep the tube? Oo,,23,,,,,
Yea ps,,6,,,,,
Hey can't meet earlier?,,23,,,,,
Like  <DECIMAL>,,15,,,,,
Heyyo how go Spencer hse,,24,,,,,
Where yo,,8,,,,,
Then why meet at clementi? I go find u?,,39,,,,,
Incredible. Imma at the clementi mall bus stop,,46,,,,,
Where gitr,,10,,,,,
No ya not,,9,,,,,
Hey dad I Bbq at fren hse at guilin view,,40,,,,,
Bulky gonna. Can fetch?,,23,,,,,
Bukit gombak,,12,,,,,
Hmm. I see,,10,,,,,
Haven eat yet,,13,,,,,
Train breakdown,,15,,,,,
Hey can meet at  <#>,,20,,,,,
Hey ps will be slightly late!,,29,,,,,
Imma on bus le. Sry!,,20,,,,,
Can send me the ward no,,23,,,,,
Bout 6,,6,,,,,
Reached le. Battery low,,23,,,,,
Lol wat is ur SAT score,,23,,,,,
sat.collegeboard.org,,20,,,,,
Is ours good? Out of how mch.  <#>   <#>   <#>,,46,,,,,
Lols! Where got percentage,,26,,,,,
lnlmusicwfnu9p4q,,16,,,,,
I use phone check can't le,,26,,,,,
Sux ...,,7,,,,,
So nxt year taking again?,,25,,,,,
Kk,,2,,,,,
Yea?,,4,,,,,
Lols! Imma coming at  <DECIMAL> . Can Kimberly wait?,,52,,,,,
Okay see you!,,13,,,,,
I tink another  <#> mins lik tt,,31,,,,,
So wat time going Oo,,20,,,,,
Oh... Ok,,8,,,,,
Lesson,,6,,,,,
Someone took 1 of our Druses out,,32,,,,,
ds in before it complete,,24,,,,,
Okay la jus wet Lo. I no coin...,,32,,,,,
Now?,,4,,,,,
Kk,,2,,,,,
Lols I doing tablet,,19,,,,,
Art,,3,,,,,
I took for u bedsheet le,,24,,,,,
Sry was sleeping!,,17,,,,,
Lol?! Study still fail ar,,25,,,,,
Shiok! U Gg max liao,,20,,,,,
Did we go ssef?,,15,,,,,
So did we even submit for ssef? We didn't present wad,,53,,,,,
Oh... Nice at least its in transcript,,37,,,,,
Come class find me,,18,,,,,
Hey so wad time meet,,20,,,,,
Ok. Back gate?,,14,,,,,
No responsibility! Lols jk. Kk cya,,34,,,,,
Yea,,3,,,,,
I going arp....,,15,,,,,
Find them Lo. Sohjie yuanhan,,28,,,,,
Reaching?,,9,,,,,
I tot we walking?,,17,,,,,
Oh ill back gate?,,17,,,,,
Wtf they nvr call u up?,,23,,,,,
Later take supper,,17,,,,,
Thks. Ur face  <#> % completed,,30,,,,,
Lols aching frm pull ups,,24,,,,,
Can't la. Must have integrity,,29,,,,,
It's  <#> % in color. Got hmwk today,,36,,,,,
Tell u on Weekend?,,18,,,,,
Is there anything on on  <#> th july,,36,,,,,
Is there anything on on  <#> th july,,36,,,,,
I nid go do cip,,15,,,,,
I nid go do cip,,15,,,,,
Okok,,4,,,,,
Sent u le,,9,,,,,
Mr lee you can send to my hotmail.  <EMAIL>,,43,,,,,
Gymnasium!,,10,,,,,
I bet its his real voice,,24,,,,,
Wat time eating,,15,,,,,
Mr lee is the art room open now?,,32,,,,,
Yea they are here. Thks a lot,,29,,,,,
I dun tink I can,,16,,,,,
Okay thks!,,10,,,,,
I can!,,6,,,,,
Ok!,,3,,,,,
Nop Monday then go back,,23,,,,,
Bout same as holiday,,20,,,,,
I today going hostel put stuff ba,,33,,,,,
Lols no nid la. Thks!,,21,,,,,
Nope... But gel is,,18,,,,,
He got arp on Monday,,20,,,,,
Lols! I went to the art and science musuem yesterday and saw a display KMD,,74,,,,,
Ya but its a fake one lols.,,27,,,,,
Lols I going back put stuff later. U wan eat anything,,53,,,,,
Ok!,,3,,,,,
Lik wad lols,,12,,,,,
Thks!,,5,,,,,
Where u now?,,12,,,,,
Still in Singapore wad. That's why I nvr wish u,,47,,,,,
selamat tinggal,,15,,,,,
revoir,,6,,,,,
Lebewohl,,8,,,,,
Hey where ya,,12,,,,,
Reached le. Lols timing off agn,,31,,,,,
Bye see you,,11,,,,,
Mr lee I would like to try digitally painting my a3 work. Can uplease help me scan my a3 size work? Thks a lot,,110,,,,,
Thks alot!,,10,,,,,
Wat time going back,,19,,,,,
Wat time going back,,19,,,,,
Wat time going back,,19,,,,,
Eating in hostel?,,17,,,,,
Kk,,2,,,,,
Okay,,4,,,,,
Not in,,6,,,,,
Mch better now. Thks,,20,,,,,
Goodnight,,9,,,,,
Alive and kicking,,17,,,,,
Nitez sucker,,12,,,,,
Terence same shirt,,18,,,,,
Eating at 2?,,12,,,,,
All 3 days?,,11,,,,,
I have quite a pleasant surprise for ya tonight,,47,,,,,
Lols something that u r more interested in,,42,,,,,
U will see :),,13,,,,,
I too excited already. When u finish,,36,,,,,
Kk call ne when done,,20,,,,,
Where u,,7,,,,,
Oh I in Eman room. When u wanna make kmd,,40,,,,,
Waa shiok... No sch?,,20,,,,,
Cheh! Can I go?,,15,,,,,
Waa jus Emo man.,,16,,,,,
Email?,,6,,,,,
Ya look at the last one. U can write bout it,,44,,,,,
Do u wan me to wait for u?,,26,,,,,
Eating now?,,11,,,,,
When wanna eat,,14,,,,,
Kk,,2,,,,,
Hey do you all wan meet Mr lim for tip 2moro?,,45,,,,,
Hey do you all wan meet Mr lim for tip 2moro?,,45,,,,,
Yep,,3,,,,,
Lols tio guy?,,13,,,,,
I tot a lot ppl will get girl? Take pic of ur buddy. Is he cool,,63,,,,,
Then still waiting?,,19,,,,,
BTW ur math ass  5c i wrong I tink.,,35,,,,,
Hey Wads ur point of comparison?,,32,,,,,
Yup thks!,,9,,,,,
Cool siaz!,,10,,,,,
Where u lols,,12,,,,,
Wat style??,,11,,,,,
Lols I can't see u,,18,,,,,
He speaks eng -.-,,17,,,,,
Yup thks!,,9,,,,,
Ya lols! At first I shamed him,,30,,,,,
Hmm I dun tink can make it. Ps!,,31,,,,,
Hey do u wan to meet LCS in 1st or 2nd break?,,45,,,,,
Hey do u wan to meet LCS in 1st or 2nd break?,,45,,,,,
Ok so the first break then,,26,,,,,
"Mr lim, Truman here. Is it possible for our grp to meet you at  <#> - <DECIMAL>  break jus to clarify certain concepts on TIP",,125,,,,,
Thks,,4,,,,,
As in right after math or bio,,29,,,,,
Lols both  <#> mins,,19,,,,,
So you only got math?,,21,,,,,
Lols I got art... Nvm Alex Jon and me will be free,,50,,,,,
Hahas where?,,12,,,,,
Big bang? Oo,,12,,,,,
Comets and meteor hitting earth? Idk lols,,41,,,,,
Ps today cant.. I nid do TIP,,28,,,,,
Hey when can send me,,20,,,,,
Hey when can send me,,20,,,,,
Hey when can u send me the point,,32,,,,,
Hmm can Lik  <DECIMAL> ? I nid to collate into ppt slides,,57,,,,,
They haven send yet. I started on creationism vs evolution. So u canjus send me the points the show why more and more ppl believe inscience. Statistics too,,155,,,,,
Yeaaaaa,,7,,,,,
<DECIMAL>,,9,,,,,
Nice :D thks,,12,,,,,
Yup. Lols why?,,14,,,,,
"Normally train bout 2 times per week so there is adequate rest.Hostel gym shld be good enough. Normally start wif main muscle grpslike chest, back, quadriceps and lats. Then to specific smaller grpslike tricep biceps and calfs",,226,,,,,
Lols ok. Usually Tues 2pm Lik tt,,32,,,,,
See if have other days dev,,26,,,,,
Holidaesoborlin. I offed comp,,29,,,,,
Bout  <DECIMAL>,,15,,,,,
Meet where,,10,,,,,
I tot sohjie Eman shaohao me 1 group,,36,,,,,
What the..  so is group or indi?,,32,,,,,
Hey odac diff grp ar?,,21,,,,,
Now me Ronald loo and Shaohao one team,,38,,,,,
Hahas! Shiok,,12,,,,,
Lols jkjk I dun wan,,19,,,,,
Rock climbing is optional?,,26,,,,,
I same grp as u rite,,20,,,,,
Hmmm I going team de,,20,,,,,
Guess so...,,11,,,,,
Lols no thks!,,13,,,,,
Imma in a grp with Ronald loo shaohao,,37,,,,,
U and sj individual. But imma in grp so I shld be going. Are you,,64,,,,,
Ps I mean I dun wan individual. Sry! Grp de I wan!,,50,,,,,
U and sj pro wad! Jyjy :),,25,,,,,
Yea tink so too. But at least u will enjoy. Got 3 more sessions to train :D,,75,,,,,
Imma not sure. Shall ask Lewis. Ans the vid u showed me is wat age grp de,,73,,,,,
Hey rock climbing nid pay?,,26,,,,,
Hey nid $ <#>  le... Tts why optional,,37,,,,,
I see. Ok thks,,14,,,,,
Yea shld b quite fun ba,,23,,,,,
I haven Rly noticed lols. But they Rly look pro le! Like flying up liddat,,73,,,,,
Nah not true. Hahas guess I go there to see pro ba,,50,,,,,
Naice. I shall name the mantis MAMBA. Is he eating,,50,,,,,
"MAMBA is fast. Deadly. Accurate. Before u know wat has hit you, yourdown. Tts pretty mch it",,91,,,,,
Did u get the ip sheet today,,28,,,,,
Integrated program. Looks like ee are supposed to receive some letter,,69,,,,,
Level head sent email to my dad say today we supposed to receivele... Guess u also no have,,90,,,,,
Thks,,4,,,,,
Hahas! Is it very aggressive?,,29,,,,,
I at my ahma hse le. Not going anywhere,,39,,,,,
Where u? Wat time going back,,28,,,,,
Oh okayy,,8,,,,,
Oh ps reply ur previous msg! Lols thks I might cut later. Two imma inhostel now,,79,,,,,
Lols my art also not v good. Tis den imma quite busy le. Or at leastthis week. When u wan it by,,95,,,,,
"Hmm mayb nxt week u remind me? Ti ,week quite busy ps",,53,,,,,
Typo! Waa someone excited bout 2moro eh,,39,,,,,
Lols why so random yh? I guess tis week will be busy doing tip. Psnxt week den go one ya :/,,91,,,,,
Why its gonna die? Can't catch food meh? Nice train more lo,,59,,,,,
Hmm I try then but not sure if free. U can try catching during breaks lmao,,74,,,,,
When break,,10,,,,,
Oh kk,,5,,,,,
Okay!,,5,,,,,
Not really. Mayb can include in intro,,37,,,,,
Waa xiong I dun tink I can run man,,34,,,,,
Wts??,,5,,,,,
Jus sent ya,,11,,,,,
It totally died?,,16,,,,,
Haiz... Mayb got to catch not so young de ba,,44,,,,,
Yea sent him alr. I jus got jonathan's. He anyhow one... The usefulpoints overlap with the ones in ppt le,,105,,,,,
Ya redoing lo. U can choose frm faith healing and tool of communication/power,,77,,,,,
Lols I got palm size stringray! Dam big,,39,,,,,
Lame! Join us la. U will slp de,,31,,,,,
It's part 2 wad,,15,,,,,
Nop. Neck ache,,14,,,,,
Where u all,,11,,,,,
Can help buy food back?,,23,,,,,
Hey rem to send by tonight!,,27,,,,,
Hey rem to send by tonight!,,27,,,,,
Alex u supposed to do 3 &4 not 2&3!!,,36,,,,,
Thks,,4,,,,,
Mr lee I do not take bio,,24,,,,,
Help me,,7,,,,,
I getting raped,,15,,,,,
Girls toilet,,12,,,,,
This girl dank stronghold hellppp,,33,,,,,
Helpp,,5,,,,,
Getting raped by best camperr,,29,,,,,
The camp commander wan steal my class supplies,,46,,,,,
Wait wait the barbell stuck in my abs,,37,,,,,
Which girl I like,,17,,,,,
I want to run like the wind,,27,,,,,
Art,,3,,,,,
Eating in sch?,,14,,,,,
Wa.... Pangseh,,14,,,,,
Okok set wait for me till 6,,27,,,,,
Go back hostel 1st,,18,,,,,
Where u now,,11,,,,,
Where u,,7,,,,,
Now I going wc market to eat,,28,,,,,
Jus transfer dryer?,,19,,,,,
Lol kk,,6,,,,,
Wat??,,5,,,,,
Meet where,,10,,,,,
Walking to wcplaza,,18,,,,,
Meet where?,,11,,,,,
Shitz they rush back then never buy,,35,,,,,
Yep! Can help to find articles for our handouts? Thks!,,54,,,,,
Have u sent me??,,16,,,,,
Resend me. I didn't receive,,27,,,,,
Okay let's meet after roll call. Alex said he sent me but I nvr recieve...,,74,,,,,
Hey meet at bench after roll call,,33,,,,,
Hey can meet for TIP after roll call at  <DECIMAL>,,50,,,,,
Yea but they nvr reply..,,24,,,,,
Nvm la den do without him lo...,,31,,,,,
The bench downstairs,,20,,,,,
Will be quite late. Daddy fetching?,,35,,,,,
I bout  <DECIMAL>  end. Still nid go back sch Den need carry a lot tings.,,73,,,,,
"Mr lim, Truman here. Is it possible for our grp to meet you at  <#> - <DECIMAL>  break for TIP",,94,,,,,
Yep called already,,18,,,,,
I tink can. We so zai,,21,,,,,
But got  <#>  teams can win le. Our group win how many tickets denthe rest date cost la,,87,,,,,
Who? BTW nid do wad,,19,,,,,
Jus sacrifice many.  <#> kg dollars worth of ticket,,51,,,,,
Can one. Girls confirm slower,,29,,,,,
Hmmm. Can la jus give ur best for the tickets,,45,,,,,
How? For wat de,,15,,,,,
Lol nvr le. Is wat kinda competition,,36,,,,,
Set! I prefer javelin though,,28,,,,,
<#>,,3,,,,,
Hey can u extract the points for ur part and put it in the way u wanfor handouts? Send me by tonight,,100,,,,,
Hey can u extract the points for ur part and put it in the way u wanfor handouts? Send me by tonight,,100,,,,,
Okok,,4,,,,,
Hey can u extract the points for ur part and put it in the way u wanfor handouts? Send me by tonight,,100,,,,,
Yup but not sure if going my ahma hse first,,43,,,,,
Okay. Tell u tonight,,20,,,,,
Thks,,4,,,,,
Hey can fetch u! But early le. Like  <#> pm Lik tt. Ok?,,55,,,,,
Cus they need go visit my ah ma den my dad flying at night,,58,,,,,
We go out eat?,,14,,,,,
He fetching ya :),,17,,,,,
I tink all in all at most 2 pages,,33,,,,,
<EMAIL>,,7,,,,,
Any hmwk/ quiz for honor?,,25,,,,,
Waa shitz. K thks,,17,,,,,
Bout  <DECIMAL>,,15,,,,,
Can u send me already?,,22,,,,,
On the way alr,,14,,,,,
Graded task on whole of chapter1?,,33,,,,,
Ok thks,,7,,,,,
Yep I saw it,,12,,,,,
Sent le,,7,,,,,
Yea. How bout weds? When u free,,31,,,,,
I 1 to 4 free. How?,,19,,,,,
Hmm let's meet at clementi mall at  <DECIMAL> . Go eat lunch,,60,,,,,
Yep yep,,7,,,,,
Hey I just sent Mr lim our handout and ppt alr. It's forwarded to uall. Yea so jus take a look,,94,,,,,
Hey I just sent Mr lim our handout and ppt alr. It's forwarded to uall. Yea so jus take a look,,94,,,,,
Hey I just sent Mr lim our handout and ppt alr. It's forwarded to uall. Yea so jus take a look,,94,,,,,
It screwed up. There's error,,28,,,,,
Nop. It's the loop hole in the game,,35,,,,,
Yea. Daddy left?,,16,,,,,
Never sleeping early. Sleep is for the weak!,,44,,,,,
Lol whatever! See u on Friday,,29,,,,,
Hey rest well!,,14,,,,,
1/6. Lols we jus took module,,28,,,,,
Yep. I not bringing my laptop... We haven decide on the video yet le,,68,,,,,
Yup! Much better,,16,,,,,
Nice,,4,,,,,
Yea?,,4,,,,,
RIP,,3,,,,,
Sohji eating in sch?,,20,,,,,
So eat out? ^^,,14,,,,,
Den?!?,,6,,,,,
Cheebye,,7,,,,,
Kk go where,,11,,,,,
Yep. But I leaving at  <DECIMAL>,,32,,,,,
Ya lo. Meet for lunch ar,,24,,,,,
Kk cya,,6,,,,,
Hey we going out eat le,,23,,,,,
Lim tee taj,,11,,,,,
Yea may be slightly late though ps,,34,,,,,
Yea cya,,7,,,,,
Me too,,6,,,,,
Ok,,2,,,,,
Looks like u successfully infected me,,37,,,,,
Ok,,2,,,,,
We reaching soon actually,,25,,,,,
Wtf u all Bo jio!,,17,,,,,
How they go our rm lol,,22,,,,,
Oh ya wt hair short rite. Take vid!,,35,,,,,
Yaya u Rly seh alr. U take vid of yh le!,,40,,,,,
Oh neo. He saw the msg?,,23,,,,,
Honors any hmwk?,,16,,,,,
Kk thks,,7,,,,,
So tomorrow u wat time going?,,29,,,,,
So tomorrow u wat time going?,,29,,,,,
Wat time,,8,,,,,
Idk lols cus can't see u climb also.,,36,,,,,
Lols I can go also la. Can't even giv u cheer den go wait niaz,,62,,,,,
Take wat bus?  There,,20,,,,,
Yishun safra mine start 5pm,,27,,,,,
Idk. Indi morning till 2 plus,,29,,,,,
Ok set. But mayb his even earlier,,33,,,,,
I going earlier. Scared later miss soh SIS climb,,48,,,,,
U mean yest? Lols soh SIS and I bullied loo,,43,,,,,
Nop. Yest was cip dicussion niaz.. not fun de,,45,,,,,
Lols nicole hse?,,16,,,,,
Nop not going. Nvr sign up also,,31,,,,,
Wth den  <#> th not going out?,,30,,,,,
Hmm I going nickhole hse if u go,,32,,,,,
Mon I wanna go sentosa play volleyball sia,,42,,,,,
Mon volleyball at sentosa?,,26,,,,,
As in jio ppl go la,,19,,,,,
Dunno jus asked u nia. 2moro staying over,,41,,,,,
Like sj they all la. Waa a few days ago still ok. Why suddenly breakup,,70,,,,,
U ask her last time la. If she Rly want den break lo. Since everytimealso she last min dun wan. Now she can't say dun wan alr,,125,,,,,
Dun u feel like u hav no say in the relationship? U shld remind herthe previous time she wanted to break up. If this time so easytogether agn then nxt time sure same prob agn...,,177,,,,,
Waa lame she proposed break up one le. Whyshe wan break in first place,,70,,,,,
But rem last time was the final warning alr? Obviously she dun take it srsly,,76,,,,,
Rly? Yest he still sent cherie hm le.,,37,,,,,
Waa how come all rs so cui... U gonna hav cool down period?,,59,,,,,
I not I'm position to say le. But her attitude is Rly wrong. Wat the rest say,,77,,,,,
Lol general Cheng? When u telling her,,37,,,,,
She didn't feel it when she said wat.. den dao her msges lo,,59,,,,,
The longer u drag the more time u waste.,,40,,,,,
Relationship isn't sympathy le.... U got to b happy also wad,,60,,,,,
<#>,,3,,,,,
Thks alot! Will try my best,,27,,,,,
Go sleep! Cya 2moro,,19,,,,,
Eh where u?,,11,,,,,
Eh where u?,,11,,,,,
Not yet le... I dun wan cake! Very hungry le,,44,,,,,
Nth yet. Rush here watch sj,,27,,,,,
U not rock climbing ar?,,23,,,,,
Lols I tot odac got go wad. Joke!,,33,,,,,
Eating,,6,,,,,
Indi finished. Sj first,,23,,,,,
Hospital. We leaving soon,,25,,,,,
Yup. Where u?,,13,,,,,
Haha we last for all event,,26,,,,,
I was tinking vid enough alr since other grp also Nth mch,,57,,,,,
Going back to hostel with joel,,30,,,,,
He is fine I guess. Okay now,,28,,,,,
Weds? I haven wash yet. Ps,,26,,,,,
Oh but I washing tonight. U need urgently?,,42,,,,,
Nvm la we using washing machine tonight,,39,,,,,
Thks!,,5,,,,,
Yea and put a present there,,27,,,,,
Look carefully,,14,,,,,
Going javelin?,,14,,,,,
Ok see you,,10,,,,,
I tot we got Bukit timah?,,25,,,,,
Waaa emo! No railway?,,21,,,,,
Yea quite busy...,,17,,,,,
Jog there?,,10,,,,,
Ya. Why,,7,,,,,
Yep probably I Going slp now,,28,,,,,
Friday should be till 9pm?,,26,,,,,
Eating out?,,11,,,,,
Ok!,,3,,,,,
Yeah I angry you. You pms me lo.,,32,,,,,
:p my phone bo $$:(,,19,,,,,
Dao me:( fine..,,15,,,,,
"In my email I believe. Hotmail de, pw is h <#> . Sweetdreams:) mustdream of cp ah den comp can win.",,99,,,,,
"Yo I don't wanna participate in sports day, u can ask jens or Spencer haha.",,75,,,,,
Hi dad can meet me at  <DECIMAL>  instead? Cos I got class till 6.,,66,,,,,
"I'm Joel. Phone no money so nid u bring phone card from mom to me.Meet under hostel, I'll use this phone to call u nearing the time.",,132,,,,,
Jens is a good  <#> m runner. I got  <#>  min for napfa lols. Sorrybut u put me in handball I sure join haha,,108,,,,,
Yay!,,4,,,,,
Ok come my class get?,,21,,,,,
"Truman , pse tell Joe tks uncle tonyJo, will see u at  <DECIMAL>  today ..do remember to take phone cardfrom me..dad",,116,,,,,
Nice. Need gimme $ <DECIMAL>  more for rock climbing,,52,,,,,
U took my back gate card?,,25,,,,,
Gyming?,,7,,,,,
Lols 2moro check la. BTW quiz 2moro?,,36,,,,,
Thks :D,,7,,,,,
Room los,,8,,,,,
Omg quiz on wad siaz. I not v sure too,,38,,,,,
Hey supposed to do which examples in the worksheet?,,51,,,,,
Nice!,,5,,,,,
I have no idea le. I will call u at night,,41,,,,,
Ok!,,3,,,,,
Hey I going sohjie hse tonight. It's 5mins walking dst frm railway.Can fetch me 2moro frm Bukit panjang,,103,,,,,
Hey I going sohjie hse tonight. It's 5mins walking dst frm railway.Can fetch me 2moro frm Bukit panjang,,103,,,,,
"General Cheng, I am unable to train you today. I hope you have the initiative totake initiative to carry out the training. Just as Tuesday night, takeyour rifle wherever you go, remember to do biceps curls and lateralraises. Report to me when you are done.President Truman",,272,,,,,
I today end v late. Going my fren hse. 2moro morning den go home,,64,,,,,
No fren to pei?,,15,,,,,
Pei daddy mummy,,15,,,,,
Diu le loumou,,13,,,,,
Nxt nxt Mon u free?,,19,,,,,
National day celebration. Why swollen lol?,,42,,,,,
Lols I also buy alr. Today can go collect. But only wearing during sports,,73,,,,,
Can't rem. But is acuvue daily de. Nxt nxt Mon gym!,,51,,,,,
Nxt stop simei. U going out ar,,30,,,,,
"Hey check ur email, I jus sent the distribution of slides. Thks!",,64,,,,,
"Hey check ur email, I jus sent the distribution of slides. Thks!",,64,,,,,
"Hey check ur email, I jus sent the distribution of slides. Thks!",,64,,,,,
Lol no need la,,14,,,,,
